Average_Perplexity Score: 60.869935999999946
the project gutenberg ebook <PUN> pride and prejudice <PUN> by jane austen <PUN> edited by r <PUN>    PP Score = 13.235
<PUN> <PUN> how so <PUN>    PP Score = 8.066
how can it affect them <PUN>    PP Score = 12.831
<PUN> <PUN> my dear mr <PUN>    PP Score = 4.866
bennet <PUN> <PUN> replied his wife <PUN> <PUN> how can you be so tiresome <PUN>    PP Score = 3.986
<PUN> <PUN> is that his design in settling here <PUN>    PP Score = 4.391
<PUN> <PUN> design <PUN>    PP Score = 10.653
nonsense <PUN> how can you talk so <PUN>    PP Score = 9.329
but it is very likely that he <PUN> may <PUN> fall in love with one of them <PUN> and therefore you must visit him as soon as he comes <PUN>    PP Score = 6.109
<PUN> <PUN> i see no occasion for that <PUN>    PP Score = 6.096
you and the girls may go <PUN> or you may send them by themselves <PUN> which perhaps will be still better <PUN> for as you are as handsome as any of them <PUN> mr <PUN>    PP Score = 4.104
bingley might like you the best of the party <PUN>    PP Score = 7.179
<PUN> <PUN> my dear <PUN> you flatter me <PUN>    PP Score = 4.106
i certainly <PUN> have <PUN> had my share of beauty <PUN> but i do not pretend to be any thing extraordinary now <PUN>    PP Score = 6.272
when a woman has five grown up daughters <PUN> she ought to give over thinking of her own beauty <PUN>    PP Score = 5.688
<PUN> <PUN> in such cases <PUN> a woman has not often much beauty to think of <PUN>    PP Score = 3.709
bingley when he comes into the neighbourhood <PUN>    PP Score = 8.069
<PUN> <PUN> it is more than i engage for <PUN> i assure you <PUN>    PP Score = 4.310
indeed you must go <PUN> for it will be impossible for <PUN> us <PUN> to visit him <PUN> if you do not <PUN>    PP Score = 4.681
<PUN> <PUN> you are over scrupulous surely <PUN>    PP Score = 32.446
i dare say mr <PUN>    PP Score = 16.510
bingley will be very glad to see you <PUN> and i will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls <PUN> though i must throw in a good word for my little lizzy <PUN>    PP Score = 4.789
<PUN> <PUN> i desire you will do no such thing <PUN>    PP Score = 4.946
but you are always giving <PUN> her <PUN> the preference <PUN>    PP Score = 6.668
<PUN> <PUN> mr <PUN>    PP Score = 4.131
bennet <PUN> how can you abuse your own children in such a way <PUN>    PP Score = 6.029
you have no compassion on my poor nerves <PUN>    PP Score = 10.740
<PUN> <PUN> you mistake me <PUN> my dear <PUN>    PP Score = 4.581
i have a high respect for your nerves <PUN>    PP Score = 8.884
they are my old friends <PUN>    PP Score = 11.542
i have heard you mention them with consideration these twenty years at least <PUN>    PP Score = 6.430
<PUN> <PUN> ah <PUN>    PP Score = 11.443
you do not know what i suffer <PUN>    PP Score = 10.675
<PUN> <PUN> but i hope you will get over it <PUN> and live to see many young men of four thousand a year come into the neighbourhood <PUN>    PP Score = 4.784
<PUN> <PUN> it will be no use to us <PUN> if twenty such should come since you will not visit them <PUN>    PP Score = 4.649
<PUN> mr <PUN>    PP Score = 9.046
<PUN> her <PUN> mind was less difficult to develope <PUN>    PP Score = 32.137
she was a woman of mean understanding <PUN> little information <PUN> and uncertain temper <PUN>    PP Score = 5.532
when she was discontented she fancied herself nervous <PUN>    PP Score = 7.946
bennet was among the earliest of those who waited on mr <PUN>    PP Score = 6.761
bingley <PUN>    PP Score = 56.853
he had always intended to visit him <PUN> though to the last always assuring his wife that he should not go <PUN> and till the evening after the visit was paid <PUN> she had no knowledge of it <PUN>    PP Score = 4.866
it was then disclosed in the following manner <PUN>    PP Score = 28.581
observing his second daughter employed in trimming a hat <PUN> he suddenly addressed her with <PUN> <PUN> i hope mr <PUN>    PP Score = 14.845
bingley will like it lizzy <PUN>    PP Score = 11.982
<PUN> <PUN> we are not in a way to know <PUN> what <PUN> mr <PUN>    PP Score = 5.209
bingley likes <PUN> <PUN> said her mother resentfully <PUN> <PUN> since we are not to visit <PUN>    PP Score = 5.282
<PUN> <PUN> but you forget <PUN> mama <PUN> <PUN> said elizabeth <PUN> <PUN> that we shall meet him at the assemblies <PUN> and that mrs <PUN>    PP Score = 4.525
long has promised to introduce him <PUN>    PP Score = 10.438
<PUN> <PUN> i do not believe mrs <PUN>    PP Score = 5.319
long will do any such thing <PUN>    PP Score = 12.104
she has two nieces of her own <PUN>    PP Score = 7.907
<PUN> <PUN> no more have i <PUN> <PUN> said mr <PUN>    PP Score = 4.509
<PUN> mrs <PUN>    PP Score = 14.420
bennet deigned not to make any reply <PUN> but unable to contain herself <PUN> began scolding one of her daughters <PUN>    PP Score = 4.660
<PUN> don <PUN> t keep coughing so <PUN> kitty <PUN> for heaven <PUN> s sake <PUN>    PP Score = 8.478
have a little compassion on my nerves <PUN>    PP Score = 14.073
you tear them to pieces <PUN>    PP Score = 16.265
<PUN> <PUN> kitty has no discretion in her coughs <PUN> <PUN> said her father <PUN> <PUN> she times them ill <PUN>    PP Score = 8.955
<PUN> <PUN> i do not cough for my own amusement <PUN> <PUN> replied kitty fretfully <PUN>    PP Score = 5.462
<PUN> when is your next ball to be <PUN> lizzy <PUN>    PP Score = 6.233
<PUN> <PUN> to <PUN> morrow fortnight <PUN>    PP Score = 5.019
<PUN> <PUN> then <PUN> my dear <PUN> you may have the advantage of your friend <PUN> and introduce mr <PUN>    PP Score = 5.220
bingley to <PUN> her <PUN> <PUN>    PP Score = 3.757
<PUN> <PUN> impossible <PUN> mr <PUN>    PP Score = 4.802
bennet <PUN> impossible <PUN> when i am not acquainted with him myself <PUN> how can you be so teazing <PUN>    PP Score = 5.504
<PUN> <PUN> i honour your circumspection <PUN>    PP Score = 7.640
but if <PUN> we <PUN> do not venture <PUN> somebody else will <PUN> and after all <PUN> mrs <PUN>    PP Score = 5.344
long and her nieces must stand their chance <PUN> and therefore <PUN> as she will think it an act of kindness <PUN> if you decline the office <PUN> i will take it on myself <PUN>    PP Score = 4.924
<PUN> the girls stared at their father <PUN>    PP Score = 7.818
mrs <PUN>    PP Score = 98.604
bennet said only <PUN> <PUN> nonsense <PUN> nonsense <PUN>    PP Score = 5.514
<PUN> do you consider the forms of introduction <PUN> and the stress that is laid on them <PUN> as nonsense <PUN>    PP Score = 9.433
i cannot quite agree with you <PUN> there <PUN> <PUN>    PP Score = 7.833
what say you <PUN> mary <PUN>    PP Score = 12.192
for you are a young lady of deep reflection i know <PUN> and read great books <PUN> and make extracts <PUN>    PP Score = 7.607
<PUN> mary wished to say something very sensible <PUN> but knew not how <PUN>    PP Score = 5.754
bingley <PUN>    PP Score = 56.853
bingley <PUN> <PUN> cried his wife <PUN>    PP Score = 6.213
<PUN> i am sorry to hear <PUN> that <PUN> <PUN> but why did not you tell me so before <PUN>    PP Score = 5.878
if i had known as much this morning <PUN> i certainly would not have called on him <PUN>    PP Score = 6.822
it is very unlucky <PUN> but as i have actually paid the visit <PUN> we cannot escape the acquaintance now <PUN>    PP Score = 5.999
<PUN> the astonishment of the ladies was just what he wished <PUN> that of mrs <PUN>    PP Score = 4.951
bennet perhaps surpassing the rest <PUN> though when the first tumult of joy was over <PUN> she began to declare that it was what she had expected all the while <PUN>    PP Score = 8.389
<PUN> how good it was in you <PUN> my dear mr <PUN>    PP Score = 6.535
but i knew i should persuade you at last <PUN>    PP Score = 8.071
i was sure you loved your girls too well to neglect such an acquaintance <PUN>    PP Score = 5.513
<PUN> <PUN> now <PUN> kitty <PUN> you may cough as much as you chuse <PUN> <PUN> said mr <PUN>    PP Score = 4.240
bennet <PUN> and <PUN> as he spoke <PUN> he left the room <PUN> fatigued with the raptures of his wife <PUN>    PP Score = 4.635
<PUN> i do not know how you will ever make him amends for his kindness <PUN> or me either <PUN> for that matter <PUN>    PP Score = 4.126
at our time of life <PUN> it is not so pleasant i can tell you <PUN> to be making new acquaintance every day <PUN> but for your sakes <PUN> we would do any thing <PUN>    PP Score = 5.576
bingley will dance with you at the next ball <PUN>    PP Score = 7.583
<PUN> <PUN> oh <PUN>    PP Score = 4.233
<PUN> said lydia stoutly <PUN> <PUN> i am not afraid <PUN> for though i <PUN> am <PUN> the youngest <PUN> i <PUN> m the tallest <PUN>    PP Score = 15.888
<PUN> the rest of the evening was spent in conjecturing how soon he would return mr <PUN>    PP Score = 5.084
chapter iii <PUN>    PP Score = 58.111
not all that mrs <PUN>    PP Score = 22.209
bennet <PUN> however <PUN> with the assistance of her five daughters <PUN> could ask on the subject was sufficient to draw from her husband any satisfactory description of mr <PUN>    PP Score = 4.995
bingley <PUN>    PP Score = 56.853
they attacked him in various ways <PUN> with barefaced questions <PUN> ingenious suppositions <PUN> and distant surmises <PUN> but he eluded the skill of them all <PUN> and they were at last obliged to accept the second <PUN> hand intelligence of their neighbour lady lucas <PUN>    PP Score = 15.474
her report was highly favourable <PUN>    PP Score = 16.422
sir william had been delighted with him <PUN>    PP Score = 8.181
nothing could be more delightful <PUN>    PP Score = 22.090
to be fond of dancing was a certain step towards falling in love <PUN> and very lively hopes of mr <PUN>    PP Score = 5.401
bingley <PUN> s heart were entertained <PUN>    PP Score = 9.608
bennet to her husband <PUN> <PUN> and all the others equally well married <PUN> i shall have nothing to wish for <PUN>    PP Score = 5.968
<PUN> in a few days mr <PUN>    PP Score = 8.379
bingley returned mr <PUN>    PP Score = 32.006
he had entertained hopes of being admitted to a sight of the young ladies <PUN> of whose beauty he had heard much <PUN> but he saw only the father <PUN>    PP Score = 5.311
the ladies were somewhat more fortunate <PUN> for they had the advantage of ascertaining from an upper window <PUN> that he wore a blue coat and rode a black horse <PUN>    PP Score = 14.644
an invitation to dinner was soon afterwards dispatched <PUN> and already had mrs <PUN>    PP Score = 8.303
bennet planned the courses that were to do credit to her housekeeping <PUN> when an answer arrived which deferred it all <PUN>    PP Score = 4.623
mr <PUN>    PP Score = 66.385
bingley was obliged to be in town the following day <PUN> and consequently unable to accept the honour of their invitation <PUN> <PUN> c <PUN>    PP Score = 6.281
mrs <PUN>    PP Score = 98.604
bennet was quite disconcerted <PUN>    PP Score = 12.976
lady lucas quieted her fears a little by starting the idea of his being gone to london only to get a large party for the ball <PUN> and a report soon followed that mr <PUN>    PP Score = 8.601
the girls grieved over such a number of ladies <PUN> but were comforted the day before the ball by hearing <PUN> that instead of twelve <PUN> he had brought only six with him from london <PUN> his five sisters and a cousin <PUN>    PP Score = 5.998
and when the party entered the assembly room <PUN> it consisted of only five altogether <PUN> mr <PUN>    PP Score = 5.115
mr <PUN>    PP Score = 66.385
bingley was good looking and gentleman <PUN> like <PUN> he had a pleasant countenance <PUN> and easy <PUN> unaffected manners <PUN>    PP Score = 5.391
his sisters were fine women <PUN> with an air of decided fashion <PUN>    PP Score = 6.101
his brother <PUN> in <PUN> law <PUN> mr <PUN>    PP Score = 4.825
hurst <PUN> merely looked the gentleman <PUN> but his friend mr <PUN>    PP Score = 7.107
mr <PUN>    PP Score = 66.385
bingley had soon made himself acquainted with all the principal people in the room <PUN> he was lively and unreserved <PUN> danced every dance <PUN> was angry that the ball closed so early <PUN> and talked of giving one himself at netherfield <PUN>    PP Score = 4.359
such amiable qualities must speak for themselves <PUN>    PP Score = 12.097
what a contrast between him and his friend <PUN>    PP Score = 8.956
mr <PUN>    PP Score = 66.385
darcy danced only once with mrs <PUN>    PP Score = 11.481
hurst and once with miss bingley <PUN> declined being introduced to any other lady <PUN> and spent the rest of the evening in walking about the room <PUN> speaking occasionally to one of his own party <PUN>    PP Score = 5.236
his character was decided <PUN>    PP Score = 16.198
he was the proudest <PUN> most disagreeable man in the world <PUN> and every body hoped that he would never come there again <PUN>    PP Score = 9.065
bennet <PUN> whose dislike of his general behaviour <PUN> was sharpened into particular resentment <PUN> by his having slighted one of her daughters <PUN>    PP Score = 4.381
elizabeth bennet had been obliged <PUN> by the scarcity of gentlemen <PUN> to sit down for two dances <PUN> and during part of that time <PUN> mr <PUN>    PP Score = 7.552
bingley <PUN> who came from the dance for a few minutes <PUN> to press his friend to join it <PUN>    PP Score = 4.472
you had much better dance <PUN>    PP Score = 13.540
you know how i detest it <PUN> unless i am particularly acquainted with my partner <PUN>    PP Score = 6.672
at such an assembly as this <PUN> it would be insupportable <PUN>    PP Score = 8.161
upon my honour <PUN> i never met with so many pleasant girls in my life <PUN> as i have this evening <PUN> and there are several of them you see uncommonly pretty <PUN>    PP Score = 5.226
<PUN> <PUN> <PUN> you <PUN> are dancing with the only handsome girl in the room <PUN> <PUN> said mr <PUN>    PP Score = 3.764
darcy <PUN> looking at the eldest miss bennet <PUN>    PP Score = 5.720
<PUN> oh <PUN>    PP Score = 22.402
do let me ask my partner to introduce you <PUN>    PP Score = 8.391
<PUN> <PUN> which do you mean <PUN>    PP Score = 6.263
you had better return to your partner and enjoy her smiles <PUN> for you are wasting your time with me <PUN>    PP Score = 9.355
bingley followed his advice <PUN>    PP Score = 20.111
darcy walked off <PUN> and elizabeth remained with no very cordial feelings towards him <PUN>    PP Score = 6.830
she told the story however with great spirit among her friends <PUN> for she had a lively <PUN> playful disposition <PUN> which delighted in any thing ridiculous <PUN>    PP Score = 4.743
the evening altogether passed off pleasantly to the whole family <PUN>    PP Score = 7.113
mrs <PUN>    PP Score = 98.604
bennet had seen her eldest daughter much admired by the netherfield party <PUN>    PP Score = 6.814
mr <PUN>    PP Score = 66.385
bingley had danced with her twice <PUN> and she had been distinguished by his sisters <PUN>    PP Score = 5.670
jane was as much gratified by this <PUN> as her mother could be <PUN> though in a quieter way <PUN>    PP Score = 14.287
mary had heard herself mentioned to miss bingley as the most accomplished girl in the neighbourhood <PUN> and catherine and lydia had been fortunate enough to be never without partners <PUN> which was all that they had yet learnt to care for at a ball <PUN>    PP Score = 5.155
they returned therefore in good spirits to longbourn <PUN> the village where they lived <PUN> and of which they were the principal inhabitants <PUN>    PP Score = 5.041
they found mr <PUN>    PP Score = 30.627
with a book he was regardless of time <PUN> and on the present occasion he had a good deal of curiosity as to the event of an evening which had raised such splendid expectations <PUN>    PP Score = 5.469
he had rather hoped that all his wife <PUN> s views on the stranger would be disappointed <PUN> but he soon found that he had a very different story to hear <PUN>    PP Score = 5.553
<PUN> oh <PUN>    PP Score = 22.402
my dear mr <PUN>    PP Score = 16.650
bennet <PUN> <PUN> as she entered the room <PUN> <PUN> we have had a most delightful evening <PUN> a most excellent ball <PUN>    PP Score = 5.805
i wish you had been there <PUN>    PP Score = 6.715
jane was so admired <PUN> nothing could be like it <PUN>    PP Score = 6.355
every body said how well she looked <PUN> and mr <PUN>    PP Score = 6.868
only think of <PUN> that <PUN> my dear <PUN> he actually danced with her twice <PUN> and she was the only creature in the room that he asked a second time <PUN>    PP Score = 4.202
first of all <PUN> he asked miss lucas <PUN>    PP Score = 9.986
i was so vexed to see him stand up with her <PUN> but <PUN> however <PUN> he did not admire her at all <PUN> indeed <PUN> nobody can <PUN> you know <PUN> and he seemed quite struck with jane as she was going down the dance <PUN>    PP Score = 5.364
then <PUN> the two third he danced with miss king <PUN> and the two fourth with maria lucas <PUN> and the two fifth with jane again <PUN> and the two sixth with lizzy <PUN> and the boulanger <PUN> <PUN> <PUN> <PUN> <PUN> <PUN> if he had had any compassion for <PUN> me <PUN> <PUN> <PUN> cried her husband impatiently <PUN> <PUN> he would not have danced half so much <PUN>    PP Score = 8.337
for god <PUN> s sake <PUN> say no more of his partners <PUN>    PP Score = 9.468
oh <PUN>    PP Score = 353.834
<PUN> <PUN> oh <PUN>    PP Score = 4.233
my dear <PUN> <PUN> continued mrs <PUN>    PP Score = 5.885
bennet <PUN> <PUN> i am quite delighted with him <PUN>    PP Score = 7.991
he is so excessively handsome <PUN>    PP Score = 13.185
and his sisters are charming women <PUN>    PP Score = 11.819
i never in my life saw any thing more elegant than their dresses <PUN>    PP Score = 16.389
hurst <PUN> s gown <PUN> <PUN> <PUN> <PUN> <PUN> here she was interrupted again <PUN>    PP Score = 4.475
mr <PUN>    PP Score = 66.385
bennet protested against any description of finery <PUN>    PP Score = 9.881
she was therefore obliged to seek another branch of the subject <PUN> and related <PUN> with much bitterness of spirit and some exaggeration <PUN> the shocking rudeness of mr <PUN>    PP Score = 6.415
darcy <PUN>    PP Score = 26.639
<PUN> but i can assure you <PUN> <PUN> she added <PUN> <PUN> that lizzy does not lose much by not suiting <PUN> his <PUN> fancy <PUN> for he is a most disagreeable <PUN> horrid man <PUN> not at all worth pleasing <PUN>    PP Score = 6.577
so high and so conceited that there was no enduring him <PUN>    PP Score = 38.395
he walked here <PUN> and he walked there <PUN> fancying himself so very great <PUN>    PP Score = 7.471
not handsome enough to dance with <PUN>    PP Score = 9.251
i wish you had been there <PUN> my dear <PUN> to have given him one of your set downs <PUN>    PP Score = 9.107
<PUN> chapter iv <PUN>    PP Score = 18.408
bingley before <PUN> expressed to her sister how very much she admired him <PUN>    PP Score = 5.448
<PUN> <PUN> so much ease <PUN> with such perfect good breeding <PUN>    PP Score = 5.167
<PUN> <PUN> he is also handsome <PUN> <PUN> replied elizabeth <PUN> <PUN> which a young man ought likewise to be <PUN> if he possibly can <PUN>    PP Score = 5.012
his character is thereby complete <PUN>    PP Score = 12.982
<PUN> <PUN> i was very much flattered by his asking me to dance a second time <PUN>    PP Score = 4.353
i did not expect such a compliment <PUN>    PP Score = 9.683
<PUN> <PUN> did not you <PUN>    PP Score = 5.485
<PUN> i <PUN> did for you <PUN>    PP Score = 6.231
but that is one great difference between us <PUN>    PP Score = 6.178
he could not help seeing that you were about five times as pretty as every other woman in the room <PUN>    PP Score = 5.701
no thanks to his gallantry for that <PUN>    PP Score = 11.135
well <PUN> he certainly is very agreeable <PUN> and i give you leave to like him <PUN>    PP Score = 5.934
you have liked many a stupider person <PUN>    PP Score = 133.004
<PUN> <PUN> dear lizzy <PUN>    PP Score = 10.518
<PUN> <PUN> oh <PUN>    PP Score = 4.233
all the world are good and agreeable in your eyes <PUN>    PP Score = 7.353
i never heard you speak ill of a human being in my life <PUN>    PP Score = 5.944
<PUN> <PUN> i would wish not to be hasty in censuring any one <PUN> but i always speak what i think <PUN>    PP Score = 13.432
<PUN> <PUN> i know you do <PUN> and it is <PUN> that <PUN> which makes the wonder <PUN>    PP Score = 4.632
with <PUN> your <PUN> good sense <PUN> to be so honestly blind to the follies and nonsense of others <PUN>    PP Score = 6.178
affectation of candour is common enough <PUN> <PUN> <PUN> one meets it every where <PUN>    PP Score = 6.740
but to be candid without ostentation or design <PUN> <PUN> to take the good of every body <PUN> s character and make it still better <PUN> and say nothing of the bad <PUN> <PUN> belongs to you alone <PUN>    PP Score = 8.056
and so <PUN> you like this man <PUN> s sisters too <PUN> do you <PUN>    PP Score = 5.109
their manners are not equal to his <PUN>    PP Score = 11.332
miss bingley is to live with her brother and keep his house <PUN> and i am much mistaken if we shall not find a very charming neighbour in her <PUN>    PP Score = 5.406
they were in fact very fine ladies <PUN> not deficient in good humour when they were pleased <PUN> nor in the power of being agreeable where they chose it <PUN> but proud and conceited <PUN>    PP Score = 4.692
they were rather handsome <PUN> had been educated in one of the first private seminaries in town <PUN> had a fortune of twenty thousand pounds <PUN> were in the habit of spending more than they ought <PUN> and of associating with people of rank <PUN> and were therefore in every respect entitled to think well of themselves <PUN> and meanly of others <PUN>    PP Score = 6.849
bingley inherited property to the amount of nearly an hundred thousand pounds from his father <PUN> who had intended to purchase an estate <PUN> but did not live to do it <PUN>    PP Score = 6.653
<PUN> <PUN> mr <PUN>    PP Score = 4.131
his sisters were very anxious for his having an estate of his own <PUN> but though he was now established only as a tenant <PUN> miss bingley was by no means unwilling to preside at his table <PUN> nor was mrs <PUN>    PP Score = 11.416
hurst <PUN> who had married a man of more fashion than fortune <PUN> less disposed to consider his house as her home when it suited her <PUN>    PP Score = 4.878
mr <PUN>    PP Score = 66.385
bingley had not been of age two years <PUN> when he was tempted by an accidental recommendation to look at netherfield house <PUN>    PP Score = 5.334
he did look at it and into it for half an hour <PUN> was pleased with the situation and the principal rooms <PUN> satisfied with what the owner said in its praise <PUN> and took it immediately <PUN>    PP Score = 4.028
between him and darcy there was a very steady friendship <PUN> in spite of a great opposition of character <PUN>    PP Score = 6.949
on the strength of darcy <PUN> s regard bingley had the firmest reliance <PUN> and of his judgment the highest opinion <PUN>    PP Score = 5.859
in understanding darcy was the superior <PUN>    PP Score = 12.066
in that respect his friend had greatly the advantage <PUN>    PP Score = 8.379
bingley was sure of being liked wherever he appeared <PUN> darcy was continually giving offence <PUN>    PP Score = 5.709
the manner in which they spoke of the meryton assembly was sufficiently characteristic <PUN>    PP Score = 6.943
bingley had never met with pleasanter people or prettier girls in his life <PUN> every body had been most kind and attentive to him <PUN> there had been no formality <PUN> no stiffness <PUN> he had soon felt acquainted with all the room <PUN> and as to miss bennet <PUN> he could not conceive an angel more beautiful <PUN>    PP Score = 4.838
darcy <PUN> on the contrary <PUN> had seen a collection of people in whom there was little beauty and no fashion <PUN> for none of whom he had felt the smallest interest <PUN> and from none received either attention or pleasure <PUN>    PP Score = 4.318
miss bennet he acknowledged to be pretty <PUN> but she smiled too much <PUN>    PP Score = 7.254
miss bennet was therefore established as a sweet girl <PUN> and their brother felt authorised by such commendation to think of her as he chose <PUN>    PP Score = 5.002
chapter v <PUN>    PP Score = 78.046
within a short walk of longbourn lived a family with whom the bennets were particularly intimate <PUN>    PP Score = 6.585
sir william lucas had been formerly in trade in meryton <PUN> where he had made a tolerable fortune and risen to the honour of knighthood by an address to the king <PUN> during his mayoralty <PUN>    PP Score = 11.044
it had given him a disgust to his business and to his residence in a small market town <PUN> and quitting them both <PUN> he had removed with his family to a house about a mile from meryton <PUN> denominated from that period lucas lodge <PUN> where he could think with pleasure of his own importance <PUN> and unshackled by business <PUN> occupy himself solely in being civil to all the world <PUN>    PP Score = 6.725
james <PUN> s had made him courteous <PUN>    PP Score = 55.235
lady lucas was a very good kind of woman <PUN> not too clever to be a valuable neighbour to mrs <PUN>    PP Score = 6.174
bennet <PUN>    PP Score = 31.038
<PUN> <PUN> they had several children <PUN>    PP Score = 7.821
the eldest of them <PUN> a sensible <PUN> intelligent young woman <PUN> about twenty <PUN> seven <PUN> was elizabeth <PUN> s intimate friend <PUN>    PP Score = 5.664
that the miss lucases and the miss bennets should meet to talk over a ball was absolutely necessary <PUN> and the morning after the assembly brought the former to longbourn to hear and to communicate <PUN>    PP Score = 5.112
<PUN> <PUN> you <PUN> began the evening well <PUN> charlotte <PUN> <PUN> said mrs <PUN>    PP Score = 4.061
bennet with civil self <PUN> command to miss lucas <PUN>    PP Score = 5.310
<PUN> <PUN> you <PUN> were mr <PUN>    PP Score = 4.106
bingley <PUN> s first choice <PUN>    PP Score = 11.426
<PUN> <PUN> yes <PUN> <PUN> <PUN> but he seemed to like his second better <PUN>    PP Score = 4.625
<PUN> <PUN> oh <PUN>    PP Score = 4.233
<PUN> <PUN> you mean jane <PUN> i suppose <PUN> <PUN> because he danced with her twice <PUN>    PP Score = 4.501
to be sure that <PUN> did <PUN> seem as if he admired her <PUN> <PUN> indeed i rather believe he <PUN> did <PUN> <PUN> <PUN> i heard something about it <PUN> <PUN> but i hardly know what <PUN> <PUN> something about mr <PUN>    PP Score = 4.757
robinson <PUN>    PP Score = 3341.767
robinson <PUN> did not i mention it to you <PUN>    PP Score = 9.275
mr <PUN>    PP Score = 66.385
robinson <PUN> s asking him how he liked our meryton assemblies <PUN> and whether he did not think there were a great many pretty women in the room <PUN> and <PUN> which <PUN> he thought the prettiest <PUN>    PP Score = 8.469
and his answering immediately to the last question <PUN> <PUN> oh <PUN>    PP Score = 5.717
the eldest miss bennet beyond a doubt <PUN> there cannot be two opinions on that point <PUN>    PP Score = 5.816
<PUN> <PUN> <PUN> my <PUN> overhearings were more to the purpose than <PUN> yours <PUN> <PUN> eliza <PUN> <PUN> said charlotte <PUN>    PP Score = 9.136
<PUN> mr <PUN>    PP Score = 9.046
darcy is not so well worth listening to as his friend <PUN> is he <PUN>    PP Score = 5.707
<PUN> <PUN> poor eliza <PUN>    PP Score = 8.762
